Namespace(data_path=None, prior_path=None, constraint_path=None, data_dir='data', model_type='bowfree_ddeci_gaussian', model_dir=None, model_config='configs/ddeci/bowfree_ddeci_gaussian.json', dataset_config='configs/dataset_config_latent_confounded_causal_dataset.json', impute_config=None, objective_config=None, run_inference=False, extra_eval=False, max_steps=inf, max_al_rows=inf, active_learning=None, users_to_plot=[0], causal_discovery=False, latent_confounded_causal_discovery=True, treatment_effects=True, output_dir='runs', name=None, device='gpu', tiny=False, random_seed=None, default_configs_dir='configs', logger_level='INFO', eval_likelihood=True, conversion_type='full_time', enable_diagonal_eval=True, dataset_name='10_0')
2024-01-19 14:42:38,097 run_single_seed_experiment.py:122[INFO]Loading data.
2024-01-19 14:42:38,097 csv_dataset_loader.py:112[INFO]Using a predefined data split to load the dataset.
2024-01-19 14:42:38,107 dataset_loader.py:86[INFO]Variables info data/10_0/variables.json exists: False.
Minimum value of variable Column 0 inferred as -3.6520805953972744. This can be changed manually in the dataset's variables.json file
Max value of variable Column 0 inferred as 3.773052936093237. This can be changed manually in the dataset's variables.json file
Variable Column 0 inferred to be a queriable variable. This can be changed manually in the dataset's variables.json file by updating the "query" field.
Variable Column 0 inferred as not an active learning target variable. This can be changed manually in the dataset's variables.json file by updating the "target" field.
Variable Column 0 inferred as an always observed target variable. This can be changed manually in the dataset's variables.json file by updating the "always_observed" field.
Minimum value of variable Column 1 inferred as -14.129690111990488. This can be changed manually in the dataset's variables.json file
Max value of variable Column 1 inferred as 12.471958614026603. This can be changed manually in the dataset's variables.json file
Variable Column 1 inferred to be a queriable variable. This can be changed manually in the dataset's variables.json file by updating the "query" field.
Variable Column 1 inferred as not an active learning target variable. This can be changed manually in the dataset's variables.json file by updating the "target" field.
Variable Column 1 inferred as an always observed target variable. This can be changed manually in the dataset's variables.json file by updating the "always_observed" field.
Minimum value of variable Column 2 inferred as -6.42564111941364. This can be changed manually in the dataset's variables.json file
Max value of variable Column 2 inferred as 5.693090333598161. This can be changed manually in the dataset's variables.json file
Variable Column 2 inferred to be a queriable variable. This can be changed manually in the dataset's variables.json file by updating the "query" field.
Variable Column 2 inferred as not an active learning target variable. This can be changed manually in the dataset's variables.json file by updating the "target" field.
Variable Column 2 inferred as an always observed target variable. This can be changed manually in the dataset's variables.json file by updating the "always_observed" field.
Minimum value of variable Column 3 inferred as -3.62317038413156. This can be changed manually in the dataset's variables.json file
Max value of variable Column 3 inferred as 3.3105557284043328. This can be changed manually in the dataset's variables.json file
Variable Column 3 inferred to be a queriable variable. This can be changed manually in the dataset's variables.json file by updating the "query" field.
Variable Column 3 inferred as not an active learning target variable. This can be changed manually in the dataset's variables.json file by updating the "target" field.
Variable Column 3 inferred as an always observed target variable. This can be changed manually in the dataset's variables.json file by updating the "always_observed" field.
Minimum value of variable Column 4 inferred as -7.818681520373923. This can be changed manually in the dataset's variables.json file
Max value of variable Column 4 inferred as 7.097349070720104. This can be changed manually in the dataset's variables.json file
Variable Column 4 inferred to be a queriable variable. This can be changed manually in the dataset's variables.json file by updating the "query" field.
Variable Column 4 inferred as not an active learning target variable. This can be changed manually in the dataset's variables.json file by updating the "target" field.
Variable Column 4 inferred as an always observed target variable. This can be changed manually in the dataset's variables.json file by updating the "always_observed" field.
Minimum value of variable Column 5 inferred as -7.338298571620853. This can be changed manually in the dataset's variables.json file
Max value of variable Column 5 inferred as 8.098049369242009. This can be changed manually in the dataset's variables.json file
Variable Column 5 inferred to be a queriable variable. This can be changed manually in the dataset's variables.json file by updating the "query" field.
Variable Column 5 inferred as not an active learning target variable. This can be changed manually in the dataset's variables.json file by updating the "target" field.
Variable Column 5 inferred as an always observed target variable. This can be changed manually in the dataset's variables.json file by updating the "always_observed" field.
Minimum value of variable Column 6 inferred as -11.5212280679983. This can be changed manually in the dataset's variables.json file
Max value of variable Column 6 inferred as 11.714751712637312. This can be changed manually in the dataset's variables.json file
Variable Column 6 inferred to be a queriable variable. This can be changed manually in the dataset's variables.json file by updating the "query" field.
Variable Column 6 inferred as not an active learning target variable. This can be changed manually in the dataset's variables.json file by updating the "target" field.
Variable Column 6 inferred as an always observed target variable. This can be changed manually in the dataset's variables.json file by updating the "always_observed" field.
Minimum value of variable Column 7 inferred as -3.651809927164398. This can be changed manually in the dataset's variables.json file
Max value of variable Column 7 inferred as 3.9525494825244216. This can be changed manually in the dataset's variables.json file
Variable Column 7 inferred to be a queriable variable. This can be changed manually in the dataset's variables.json file by updating the "query" field.
Variable Column 7 inferred as not an active learning target variable. This can be changed manually in the dataset's variables.json file by updating the "target" field.
Variable Column 7 inferred as an always observed target variable. This can be changed manually in the dataset's variables.json file by updating the "always_observed" field.
Minimum value of variable Column 8 inferred as -3.165059445622078. This can be changed manually in the dataset's variables.json file
Max value of variable Column 8 inferred as 4.549135821453113. This can be changed manually in the dataset's variables.json file
Variable Column 8 inferred to be a queriable variable. This can be changed manually in the dataset's variables.json file by updating the "query" field.
Variable Column 8 inferred as not an active learning target variable. This can be changed manually in the dataset's variables.json file by updating the "target" field.
Variable Column 8 inferred as an always observed target variable. This can be changed manually in the dataset's variables.json file by updating the "always_observed" field.
Minimum value of variable Column 9 inferred as -4.872773932944406. This can be changed manually in the dataset's variables.json file
Max value of variable Column 9 inferred as 4.926907209131691. This can be changed manually in the dataset's variables.json file
Variable Column 9 inferred to be a queriable variable. This can be changed manually in the dataset's variables.json file by updating the "query" field.
Variable Column 9 inferred as not an active learning target variable. This can be changed manually in the dataset's variables.json file by updating the "target" field.
Variable Column 9 inferred as an always observed target variable. This can be changed manually in the dataset's variables.json file by updating the "always_observed" field.
2024-01-19 14:42:38,108 latent_confounded_causal_csv_dataset_loader.py:89[INFO]Create confounded causal dataset.
2024-01-19 14:42:38,108 latent_confounded_causal_csv_dataset_loader.py:114[INFO]Directed adjacency matrix found.
2024-01-19 14:42:38,109 latent_confounded_causal_csv_dataset_loader.py:128[INFO]Bidirected adjacency matrix found.
2024-01-19 14:42:38,109 causal_csv_dataset_loader.py:171[INFO]Intervention data not found.
2024-01-19 14:42:38,109 causal_csv_dataset_loader.py:171[INFO]Intervention data not found.
2024-01-19 14:42:38,109 train_step.py:25[INFO]Variable info: {'variables': [{'query': True, 'target': False, 'type': 'continuous', 'name': 'Column 0', 'group_name': 'Column 0', 'lower': -3.6520805953972744, 'upper': 3.773052936093237, 'always_observed': True, 'is_latent': False}, {'query': True, 'target': False, 'type': 'continuous', 'name': 'Column 1', 'group_name': 'Column 1', 'lower': -14.129690111990488, 'upper': 12.471958614026603, 'always_observed': True, 'is_latent': False}, {'query': True, 'target': False, 'type': 'continuous', 'name': 'Column 2', 'group_name': 'Column 2', 'lower': -6.42564111941364, 'upper': 5.693090333598161, 'always_observed': True, 'is_latent': False}, {'query': True, 'target': False, 'type': 'continuous', 'name': 'Column 3', 'group_name': 'Column 3', 'lower': -3.62317038413156, 'upper': 3.3105557284043328, 'always_observed': True, 'is_latent': False}, {'query': True, 'target': False, 'type': 'continuous', 'name': 'Column 4', 'group_name': 'Column 4', 'lower': -7.818681520373923, 'upper': 7.097349070720104, 'always_observed': True, 'is_latent': False}, {'query': True, 'target': False, 'type': 'continuous', 'name': 'Column 5', 'group_name': 'Column 5', 'lower': -7.338298571620853, 'upper': 8.098049369242009, 'always_observed': True, 'is_latent': False}, {'query': True, 'target': False, 'type': 'continuous', 'name': 'Column 6', 'group_name': 'Column 6', 'lower': -11.5212280679983, 'upper': 11.714751712637312, 'always_observed': True, 'is_latent': False}, {'query': True, 'target': False, 'type': 'continuous', 'name': 'Column 7', 'group_name': 'Column 7', 'lower': -3.651809927164398, 'upper': 3.9525494825244216, 'always_observed': True, 'is_latent': False}, {'query': True, 'target': False, 'type': 'continuous', 'name': 'Column 8', 'group_name': 'Column 8', 'lower': -3.165059445622078, 'upper': 4.549135821453113, 'always_observed': True, 'is_latent': False}, {'query': True, 'target': False, 'type': 'continuous', 'name': 'Column 9', 'group_name': 'Column 9', 'lower': -4.872773932944406, 'upper': 4.926907209131691, 'always_observed': True, 'is_latent': False}], 'auxiliary_variables': [], 'used_cols': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9]}
2024-01-19 14:42:38,109 train_step.py:27[INFO]Creating new model
2024-01-19 14:42:38,622 torch_model.py:199[INFO]Model has 197740 trainable parameters.
2024-01-19 14:42:38,626 models_factory.py:101[INFO]No prior adj matrix is specified.
2024-01-19 14:42:38,626 models_factory.py:138[INFO]No constraint adj matrix is specified.
2024-01-19 14:42:38,627 train_step.py:41[INFO]Created model with ID c76eb0e4-2790-4ce2-b3a4-4dc1495d87dd.
2024-01-19 14:42:38,627 train_step.py:44[INFO]Training model.
Saving logs to runs/2024-01-19_144238/models/c76eb0e4-2790-4ce2-b3a4-4dc1495d87dd/train_output/summary
Auglag Step: 0
Beta Value: 0.2
LR: 0.001
Inner Step: 100, loss: 43.68, log p(x|A): -26.11, dag: 6.80192204, log p(A)_sp: -0.27, log q(A): -0.067, H filled: 0.000, rec: 0.000, penalty_dag_weighed: 0.0267, log_p_u: -51.4, log_p_u_weighed: -10.3, log_qu_x: 35.2, log_qu_x_weighed: 7.05
adj_matrix_true: (10, 10)
adj_matrix_predicted: (10, 10)
adj_matrix_mask: (10, 10)
adj_matrix_true: (10, 10)
adj_matrix_predicted: (10, 10)
adj_matrix_mask: (10, 10)
adj_matrix_true: (10, 10)
adj_matrix_predicted: (10, 10)
adj_matrix_mask: (10, 10)
adj_matrix_true: (10, 10)
adj_matrix_predicted: (10, 10)
adj_matrix_mask: (10, 10)
adj_matrix_true: (10, 10)
adj_matrix_predicted: (10, 10)
adj_matrix_mask: (10, 10)
adj_matrix_true: (10, 10)
adj_matrix_predicted: (10, 10)
adj_matrix_mask: (10, 10)
adj_matrix_true: (10, 10)
adj_matrix_predicted: (10, 10)
adj_matrix_mask: (10, 10)
adj_matrix_true: (10, 10)
adj_matrix_predicted: (10, 10)
adj_matrix_mask: (10, 10)
adj_matrix_true: (10, 10)
adj_matrix_predicted: (10, 10)
adj_matrix_mask: (10, 10)
adj_matrix_true: (10, 10)
adj_matrix_predicted: (10, 10)
adj_matrix_mask: (10, 10)
adj_matrix_true: (10, 10)
adj_matrix_predicted: (10, 10)
adj_matrix_mask: (10, 10)
adj_matrix_true: (10, 10)
adj_matrix_predicted: (10, 10)
adj_matrix_mask: (10, 10)
adj_matrix_true: (10, 10)
adj_matrix_predicted: (10, 10)
adj_matrix_mask: (10, 10)
adj_matrix_true: (10, 10)
adj_matrix_predicted: (10, 10)
adj_matrix_mask: (10, 10)
adj_matrix_true: (10, 10)
adj_matrix_predicted: (10, 10)
adj_matrix_mask: (10, 10)
adj_matrix_true: (10, 10)
adj_matrix_predicted: (10, 10)
adj_matrix_mask: (10, 10)
adj_matrix_true: (10, 10)
adj_matrix_predicted: (10, 10)
adj_matrix_mask: (10, 10)
adj_matrix_true: (10, 10)
adj_matrix_predicted: (10, 10)
adj_matrix_mask: (10, 10)
adj_matrix_true: (10, 10)
adj_matrix_predicted: (10, 10)
adj_matrix_mask: (10, 10)
adj_matrix_true: (10, 10)
adj_matrix_predicted: (10, 10)
adj_matrix_mask: (10, 10)
adj_matrix_true: (10, 10)
adj_matrix_predicted: (10, 10)
adj_matrix_mask: (10, 10)
adj_matrix_true: (10, 10)
adj_matrix_predicted: (10, 10)
adj_matrix_mask: (10, 10)
adj_matrix_true: (10, 10)
adj_matrix_predicted: (10, 10)
adj_matrix_mask: (10, 10)
adj_matrix_true: (10, 10)
adj_matrix_predicted: (10, 10)
adj_matrix_mask: (10, 10)
adj_matrix_true: (10, 10)
adj_matrix_predicted: (10, 10)
adj_matrix_mask: (10, 10)
adj_matrix_true: (10, 10)
adj_matrix_predicted: (10, 10)
adj_matrix_mask: (10, 10)
adj_matrix_true: (10, 10)
adj_matrix_predicted: (10, 10)
adj_matrix_mask: (10, 10)
adj_matrix_true: (10, 10)
adj_matrix_predicted: (10, 10)
adj_matrix_mask: (10, 10)
adj_matrix_true: (10, 10)
adj_matrix_predicted: (10, 10)
adj_matrix_mask: (10, 10)
adj_matrix_true: (10, 10)
adj_matrix_predicted: (10, 10)
adj_matrix_mask: (10, 10)
adj_matrix_true: (10, 10)
adj_matrix_predicted: (10, 10)
adj_matrix_mask: (10, 10)
adj_matrix_true: (10, 10)
adj_matrix_predicted: (10, 10)
adj_matrix_mask: (10, 10)
adj_matrix_true: (10, 10)
adj_matrix_predicted: (10, 10)
adj_matrix_mask: (10, 10)
adj_matrix_true: (10, 10)
adj_matrix_predicted: (10, 10)
adj_matrix_mask: (10, 10)
adj_matrix_true: (10, 10)
adj_matrix_predicted: (10, 10)
adj_matrix_mask: (10, 10)
adj_matrix_true: (10, 10)
adj_matrix_predicted: (10, 10)
adj_matrix_mask: (10, 10)
adj_matrix_true: (10, 10)
adj_matrix_predicted: (10, 10)
adj_matrix_mask: (10, 10)
adj_matrix_true: (10, 10)
adj_matrix_predicted: (10, 10)
adj_matrix_mask: (10, 10)
adj_matrix_true: (10, 10)
adj_matrix_predicted: (10, 10)
adj_matrix_mask: (10, 10)
adj_matrix_true: (10, 10)
adj_matrix_predicted: (10, 10)
adj_matrix_mask: (10, 10)
adj_matrix_true: (10, 10)
adj_matrix_predicted: (10, 10)
adj_matrix_mask: (10, 10)
adj_matrix_true: (10, 10)
adj_matrix_predicted: (10, 10)
adj_matrix_mask: (10, 10)
adj_matrix_true: (10, 10)
adj_matrix_predicted: (10, 10)
adj_matrix_mask: (10, 10)
adj_matrix_true: (10, 10)
adj_matrix_predicted: (10, 10)
adj_matrix_mask: (10, 10)
adj_matrix_true: (10, 10)
adj_matrix_predicted: (10, 10)
adj_matrix_mask: (10, 10)
adj_matrix_true: (10, 10)
adj_matrix_predicted: (10, 10)
adj_matrix_mask: (10, 10)
adj_matrix_true: (10, 10)
adj_matrix_predicted: (10, 10)
adj_matrix_mask: (10, 10)
adj_matrix_true: (10, 10)
adj_matrix_predicted: (10, 10)
adj_matrix_mask: (10, 10)
adj_matrix_true: (10, 10)
adj_matrix_predicted: (10, 10)
adj_matrix_mask: (10, 10)
adj_matrix_true: (10, 10)
adj_matrix_predicted: (10, 10)
adj_matrix_mask: (10, 10)
adj_matrix_true: (10, 10)
adj_matrix_predicted: (10, 10)
adj_matrix_mask: (10, 10)
adj_matrix_true: (10, 10)
adj_matrix_predicted: (10, 10)
adj_matrix_mask: (10, 10)
adj_matrix_true: (10, 10)
adj_matrix_predicted: (10, 10)
adj_matrix_mask: (10, 10)
adj_matrix_true: (10, 10)
adj_matrix_predicted: (10, 10)
adj_matrix_mask: (10, 10)
adj_matrix_true: (10, 10)
adj_matrix_predicted: (10, 10)
adj_matrix_mask: (10, 10)
adj_matrix_true: (10, 10)
adj_matrix_predicted: (10, 10)
adj_matrix_mask: (10, 10)
adj_matrix_true: (10, 10)
adj_matrix_predicted: (10, 10)
adj_matrix_mask: (10, 10)
adj_matrix_true: (10, 10)
adj_matrix_predicted: (10, 10)
adj_matrix_mask: (10, 10)
adj_matrix_true: (10, 10)
adj_matrix_predicted: (10, 10)
adj_matrix_mask: (10, 10)
adj_matrix_true: (10, 10)
adj_matrix_predicted: (10, 10)
adj_matrix_mask: (10, 10)
adj_matrix_true: (10, 10)
adj_matrix_predicted: (10, 10)
adj_matrix_mask: (10, 10)
adj_matrix_true: (10, 10)
adj_matrix_predicted: (10, 10)
adj_matrix_mask: (10, 10)
adj_matrix_true: (10, 10)
adj_matrix_predicted: (10, 10)
adj_matrix_mask: (10, 10)
adj_matrix_true: (10, 10)
adj_matrix_predicted: (10, 10)
adj_matrix_mask: (10, 10)
adj_matrix_true: (10, 10)
adj_matrix_predicted: (10, 10)
adj_matrix_mask: (10, 10)
adj_matrix_true: (10, 10)
adj_matrix_predicted: (10, 10)
adj_matrix_mask: (10, 10)
adj_matrix_true: (10, 10)
adj_matrix_predicted: (10, 10)
adj_matrix_mask: (10, 10)
adj_matrix_true: (10, 10)
adj_matrix_predicted: (10, 10)
adj_matrix_mask: (10, 10)
adj_matrix_true: (10, 10)
adj_matrix_predicted: (10, 10)
adj_matrix_mask: (10, 10)
adj_matrix_true: (10, 10)
adj_matrix_predicted: (10, 10)
adj_matrix_mask: (10, 10)
adj_matrix_true: (10, 10)
adj_matrix_predicted: (10, 10)
adj_matrix_mask: (10, 10)
adj_matrix_true: (10, 10)
adj_matrix_predicted: (10, 10)
adj_matrix_mask: (10, 10)
adj_matrix_true: (10, 10)
adj_matrix_predicted: (10, 10)
adj_matrix_mask: (10, 10)
adj_matrix_true: (10, 10)
adj_matrix_predicted: (10, 10)
adj_matrix_mask: (10, 10)
adj_matrix_true: (10, 10)
adj_matrix_predicted: (10, 10)
adj_matrix_mask: (10, 10)
adj_matrix_true: (10, 10)
adj_matrix_predicted: (10, 10)
adj_matrix_mask: (10, 10)
adj_matrix_true: (10, 10)
adj_matrix_predicted: (10, 10)
adj_matrix_mask: (10, 10)
adj_matrix_true: (10, 10)
adj_matrix_predicted: (10, 10)
adj_matrix_mask: (10, 10)
adj_matrix_true: (10, 10)
adj_matrix_predicted: (10, 10)
adj_matrix_mask: (10, 10)
adj_matrix_true: (10, 10)
adj_matrix_predicted: (10, 10)
adj_matrix_mask: (10, 10)
adj_matrix_true: (10, 10)
adj_matrix_predicted: (10, 10)
adj_matrix_mask: (10, 10)
adj_matrix_true: (10, 10)
adj_matrix_predicted: (10, 10)
adj_matrix_mask: (10, 10)
adj_matrix_true: (10, 10)
adj_matrix_predicted: (10, 10)
adj_matrix_mask: (10, 10)
adj_matrix_true: (10, 10)
adj_matrix_predicted: (10, 10)
adj_matrix_mask: (10, 10)
adj_matrix_true: (10, 10)
adj_matrix_predicted: (10, 10)
adj_matrix_mask: (10, 10)
adj_matrix_true: (10, 10)
adj_matrix_predicted: (10, 10)
adj_matrix_mask: (10, 10)
adj_matrix_true: (10, 10)
adj_matrix_predicted: (10, 10)
adj_matrix_mask: (10, 10)
adj_matrix_true: (10, 10)
adj_matrix_predicted: (10, 10)
adj_matrix_mask: (10, 10)
adj_matrix_true: (10, 10)
adj_matrix_predicted: (10, 10)
adj_matrix_mask: (10, 10)
adj_matrix_true: (10, 10)
adj_matrix_predicted: (10, 10)
adj_matrix_mask: (10, 10)
adj_matrix_true: (10, 10)
adj_matrix_predicted: (10, 10)
adj_matrix_mask: (10, 10)
adj_matrix_true: (10, 10)
adj_matrix_predicted: (10, 10)
adj_matrix_mask: (10, 10)
adj_matrix_true: (10, 10)
adj_matrix_predicted: (10, 10)
adj_matrix_mask: (10, 10)
adj_matrix_true: (10, 10)
adj_matrix_predicted: (10, 10)
adj_matrix_mask: (10, 10)
adj_matrix_true: (10, 10)
adj_matrix_predicted: (10, 10)
adj_matrix_mask: (10, 10)
adj_matrix_true: (10, 10)
adj_matrix_predicted: (10, 10)
adj_matrix_mask: (10, 10)
adj_matrix_true: (10, 10)
adj_matrix_predicted: (10, 10)
adj_matrix_mask: (10, 10)
adj_matrix_true: (10, 10)
adj_matrix_predicted: (10, 10)
adj_matrix_mask: (10, 10)
adj_matrix_true: (10, 10)
adj_matrix_predicted: (10, 10)
adj_matrix_mask: (10, 10)
adj_matrix_true: (10, 10)
adj_matrix_predicted: (10, 10)
adj_matrix_mask: (10, 10)
adj_matrix_true: (10, 10)
adj_matrix_predicted: (10, 10)
adj_matrix_mask: (10, 10)
adj_matrix_true: (10, 10)
adj_matrix_predicted: (10, 10)
adj_matrix_mask: (10, 10)
adj_matrix_true: (10, 10)
adj_matrix_predicted: (10, 10)
adj_matrix_mask: (10, 10)
adj_matrix_true: (10, 10)
adj_matrix_predicted: (10, 10)
adj_matrix_mask: (10, 10)
adj_matrix_true: (10, 10)
adj_matrix_predicted: (10, 10)
adj_matrix_mask: (10, 10)
adj_matrix_true: (10, 10)
adj_matrix_predicted: (10, 10)
adj_matrix_mask: (10, 10)
adj_matrix_true: (10, 10)
adj_matrix_predicted: (10, 10)
adj_matrix_mask: (10, 10)
adj_matrix_true: (10, 10)
adj_matrix_predicted: (10, 10)
adj_matrix_mask: (10, 10)
Dag penalty: 0.034287544918060
Rho: 100.00, alpha: 55.17
Auglag Step: 7
Beta Value: 1.0
LR: 0.001
Inner Step: 100, loss: 15.10, log p(x|A): -2.10, dag: 0.04086161, log p(A)_sp: -0.19, log q(A): -0.004, H filled: 0.000, rec: 0.000, penalty_dag_weighed: 0.00434, log_p_u: -63.9, log_p_u_weighed: -63.9, log_qu_x: -51.1, log_qu_x_weighed: -51.1
Inner Step: 200, loss: 10.51, log p(x|A): 2.18, dag: 0.02504175, log p(A)_sp: -0.19, log q(A): -0.004, H filled: 0.000, rec: 0.000, penalty_dag_weighed: 0.00301, log_p_u: -63.9, log_p_u_weighed: -63.9, log_qu_x: -51.4, log_qu_x_weighed: -51.4
Inner Step: 300, loss: 11.96, log p(x|A): 0.71, dag: 0.01000000, log p(A)_sp: -0.19, log q(A): -0.004, H filled: 0.000, rec: 0.000, penalty_dag_weighed: 0.00105, log_p_u: -63.9, log_p_u_weighed: -63.9, log_qu_x: -51.4, log_qu_x_weighed: -51.4
Inner Step: 400, loss: 10.47, log p(x|A): 2.16, dag: 0.04868966, log p(A)_sp: -0.19, log q(A): -0.004, H filled: 0.000, rec: 0.000, penalty_dag_weighed: 0.00765, log_p_u: -63.9, log_p_u_weighed: -63.9, log_qu_x: -51.4, log_qu_x_weighed: -51.4
Inner Step: 500, loss: 11.79, log p(x|A): 0.98, dag: 0.00000000, log p(A)_sp: -0.19, log q(A): -0.004, H filled: 0.000, rec: 0.000, penalty_dag_weighed: 0, log_p_u: -63.9, log_p_u_weighed: -63.9, log_qu_x: -51.3, log_qu_x_weighed: -51.3
Inner Step: 600, loss: 10.36, log p(x|A): 2.30, dag: 0.04670940, log p(A)_sp: -0.19, log q(A): -0.004, H filled: 0.000, rec: 0.000, penalty_dag_weighed: 0.00472, log_p_u: -63.9, log_p_u_weighed: -63.9, log_qu_x: -51.4, log_qu_x_weighed: -51.4
Inner Step: 700, loss: 11.34, log p(x|A): 1.45, dag: 0.08252926, log p(A)_sp: -0.19, log q(A): -0.004, H filled: 0.000, rec: 0.000, penalty_dag_weighed: 0.0118, log_p_u: -63.9, log_p_u_weighed: -63.9, log_qu_x: -51.3, log_qu_x_weighed: -51.3
Inner Step: 800, loss: 11.13, log p(x|A): 1.64, dag: 0.01166765, log p(A)_sp: -0.19, log q(A): -0.004, H filled: 0.000, rec: 0.000, penalty_dag_weighed: 0.00116, log_p_u: -63.9, log_p_u_weighed: -63.9, log_qu_x: -51.3, log_qu_x_weighed: -51.3
Inner Step: 900, loss: 11.84, log p(x|A): 0.98, dag: 0.01086161, log p(A)_sp: -0.19, log q(A): -0.004, H filled: 0.000, rec: 0.000, penalty_dag_weighed: 0.00119, log_p_u: -63.9, log_p_u_weighed: -63.9, log_qu_x: -51.2, log_qu_x_weighed: -51.2
Inner Step: 1000, loss: 10.68, log p(x|A): 2.07, dag: 0.02368062, log p(A)_sp: -0.19, log q(A): -0.004, H filled: 0.000, rec: 0.000, penalty_dag_weighed: 0.00411, log_p_u: -63.9, log_p_u_weighed: -63.9, log_qu_x: -51.3, log_qu_x_weighed: -51.3
Inner Step: 1100, loss: 10.83, log p(x|A): 1.93, dag: 0.00000000, log p(A)_sp: -0.19, log q(A): -0.004, H filled: 0.000, rec: 0.000, penalty_dag_weighed: 0, log_p_u: -63.9, log_p_u_weighed: -63.9, log_qu_x: -51.3, log_qu_x_weighed: -51.3
Inner Step: 1200, loss: 10.14, log p(x|A): 2.67, dag: 0.00000000, log p(A)_sp: -0.19, log q(A): -0.004, H filled: 0.000, rec: 0.000, penalty_dag_weighed: 0, log_p_u: -63.9, log_p_u_weighed: -63.9, log_qu_x: -51.3, log_qu_x_weighed: -51.3
Inner Step: 1300, loss: 10.53, log p(x|A): 2.36, dag: 0.00000000, log p(A)_sp: -0.19, log q(A): -0.004, H filled: 0.000, rec: 0.000, penalty_dag_weighed: 0, log_p_u: -63.9, log_p_u_weighed: -63.9, log_qu_x: -51.2, log_qu_x_weighed: -51.2
Inner Step: 1400, loss: 10.89, log p(x|A): 2.07, dag: 0.02672333, log p(A)_sp: -0.19, log q(A): -0.004, H filled: 0.000, rec: 0.000, penalty_dag_weighed: 0.0027, log_p_u: -63.9, log_p_u_weighed: -63.9, log_qu_x: -51.1, log_qu_x_weighed: -51.1
Inner Step: 1500, loss: 10.83, log p(x|A): 2.17, dag: 0.02000000, log p(A)_sp: -0.19, log q(A): -0.004, H filled: 0.000, rec: 0.000, penalty_dag_weighed: 0.0021, log_p_u: -63.9, log_p_u_weighed: -63.9, log_qu_x: -51.1, log_qu_x_weighed: -51.1
Inner Step: 1600, loss: 10.58, log p(x|A): 2.36, dag: 0.01166765, log p(A)_sp: -0.19, log q(A): -0.004, H filled: 0.000, rec: 0.000, penalty_dag_weighed: 0.00116, log_p_u: -63.9, log_p_u_weighed: -63.9, log_qu_x: -51.2, log_qu_x_weighed: -51.2
Inner Step: 1700, loss: 10.76, log p(x|A): 2.28, dag: 0.03000000, log p(A)_sp: -0.19, log q(A): -0.004, H filled: 0.000, rec: 0.000, penalty_dag_weighed: 0.00316, log_p_u: -63.9, log_p_u_weighed: -63.9, log_qu_x: -51, log_qu_x_weighed: -51
Inner Step: 1800, loss: 10.84, log p(x|A): 2.11, dag: 0.00000000, log p(A)_sp: -0.19, log q(A): -0.004, H filled: 0.000, rec: 0.000, penalty_dag_weighed: 0, log_p_u: -63.8, log_p_u_weighed: -63.8, log_qu_x: -51.1, log_qu_x_weighed: -51.1
Inner Step: 1900, loss: 10.53, log p(x|A): 2.49, dag: 0.02252926, log p(A)_sp: -0.19, log q(A): -0.004, H filled: 0.000, rec: 0.000, penalty_dag_weighed: 0.00235, log_p_u: -63.9, log_p_u_weighed: -63.9, log_qu_x: -51.1, log_qu_x_weighed: -51.1
Inner Step: 2000, loss: 10.12, log p(x|A): 2.91, dag: 0.02000000, log p(A)_sp: -0.19, log q(A): -0.004, H filled: 0.000, rec: 0.000, penalty_dag_weighed: 0.0021, log_p_u: -63.9, log_p_u_weighed: -63.9, log_qu_x: -51, log_qu_x_weighed: -51
Inner Step: 2100, loss: 10.78, log p(x|A): 2.35, dag: 0.03000000, log p(A)_sp: -0.19, log q(A): -0.004, H filled: 0.000, rec: 0.000, penalty_dag_weighed: 0.00316, log_p_u: -63.9, log_p_u_weighed: -63.9, log_qu_x: -50.9, log_qu_x_weighed: -50.9
Inner Step: 2200, loss: 9.88, log p(x|A): 3.21, dag: 0.02000000, log p(A)_sp: -0.19, log q(A): -0.004, H filled: 0.000, rec: 0.000, penalty_dag_weighed: 0.0021, log_p_u: -63.9, log_p_u_weighed: -63.9, log_qu_x: -51, log_qu_x_weighed: -51
Inner Step: 2300, loss: 10.36, log p(x|A): 2.77, dag: 0.04504175, log p(A)_sp: -0.19, log q(A): -0.004, H filled: 0.000, rec: 0.000, penalty_dag_weighed: 0.00512, log_p_u: -63.9, log_p_u_weighed: -63.9, log_qu_x: -51, log_qu_x_weighed: -51
Inner Step: 2400, loss: 13.01, log p(x|A): 0.20, dag: 0.02000000, log p(A)_sp: -0.19, log q(A): -0.004, H filled: 0.000, rec: 0.000, penalty_dag_weighed: 0.0021, log_p_u: -63.9, log_p_u_weighed: -63.9, log_qu_x: -50.9, log_qu_x_weighed: -50.9
Inner Step: 2500, loss: 10.01, log p(x|A): 3.08, dag: 0.04368062, log p(A)_sp: -0.19, log q(A): -0.004, H filled: 0.000, rec: 0.000, penalty_dag_weighed: 0.00858, log_p_u: -63.9, log_p_u_weighed: -63.9, log_qu_x: -51, log_qu_x_weighed: -51
